Name,Age,Salary,Gender,Department,Position,Joining Date,Performance Score,Email,Phone Number
 grace ,35.0,55000.0,Male,IT,Clerk,01/15/2020,C,email@example.com,123-456-7890
 david ,50.0,65000.0,Other,IT,Analyst,"April 5, 2018",B,name@company.org,123-456-7890
 eve ,40.0,50000.0,Female,IT,Clerk,01/15/2020,C,,555-555-5555
 alice ,35.0,55000.0,Male,Marketing,Assistant,01/15/2020,B,email@example.com,098-765-4321
 david ,35.0,60000.0,Female,Marketing,Director,"April 5, 2018",A,email@example.com,123-456-7890
 frank ,50.0,60000.0,Male,HR,Clerk,2019.12.01,F,name@company.org,098-765-4321
 jack ,25.0,60000.0,Other,IT,Director,"April 5, 2018",A,,123-456-7890
 jack ,40.0,65000.0,Male,IT,Clerk,2019.12.01,C,email@example.com,123-456-7890
 alice ,25.0,55000.0,Female,Sales,Clerk,2020/02/20,B,,
 frank ,35.0,65000.0,Female,IT,Analyst,2020/02/20,C,user@domain.com,
 hannah ,50.0,65000.0,Other,HR,Clerk,2019.12.01,D,,098-765-4321
 hannah ,50.0,70000.0,Female,Finance,Clerk,03-25-2019,A,,
 hannah ,40.0,50000.0,Male,Marketing,Director,2020/02/20,C,,123-456-7890
 david ,40.0,,Female,Marketing,Director,03-25-2019,B,, 
 david ,25.0,65000.0,Female,IT,Manager,2020/02/20,F,,
 jack ,40.0,55000.0,Female,Finance,Analyst,03-25-2019,A,user@domain.com,098-765-4321
 eve ,50.0,60000.0,Female,Sales,Manager,01/15/2020,F,user@domain.com,555-555-5555
 david ,40.0,70000.0,Female,IT,Manager,2019.12.01,C,user@domain.com, 
 jack ,50.0,60000.0,Female,Sales,Director,2019.12.01,F,user@domain.com,123-456-7890
 frank ,25.0,55000.0,Other,Marketing,Manager,03-25-2019,C,,
 hannah ,35.0,,Other,Finance,Clerk,"April 5, 2018",B,,123-456-7890
 jack ,50.0,65000.0,Female,HR,Manager,2020/02/20,F,,098-765-4321
 bob ,25.0,65000.0,Other,Marketing,Manager,"April 5, 2018",D,email@example.com,
